"2019/02/15 15:31:24","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:31:24","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:31:25","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:31:25","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:31:26","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:31:26","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:31:27","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:31:28","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:31:28","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:31:29","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:31:29","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:58:38","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:58:39","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:58:40","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:58:40","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:58:41","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 15:58:42","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:35","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:36","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:37","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:38","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:39","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:40","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:40","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:41","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:42","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:43","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:01:44","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:03:51","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:04:06","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:04:10","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:04:11","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:04:12","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:04:13","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:04:14","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:04:15","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:04:17","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:04:18","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:04:25","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:33","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:33","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:34","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:35","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:36","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:37","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:38","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:39","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:39","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:41","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
"2019/02/15 16:05:41","i^AAA8IC6","\NOT ALLOWED THIS CITY\                                                         "
